Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"waitForElementPresent(findTestObject(""Object Repository/button_action_draft""), 3)",Chrome 63.0.3239.132,,2020-03-16 09:55:43,2020-03-16 09:55:43,0.447s,PASSED
"aribakeywords.aribaClick(findTestObject(""Object Repository/button_action_draft""))",Chrome 63.0.3239.132,,2020-03-16 09:55:43,2020-03-16 09:55:50,6.978s,PASSED
"aribakeywords.aribaClick(findTestObject(""Object Repository/edit_event_link""))",Chrome 63.0.3239.132,,2020-03-16 09:55:50,2020-03-16 09:55:59,8.873s,PASSED
"verifyElementPresent(aribakeywords.createTestObject(APCRULE_LOC), 3, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 09:55:59,2020-03-16 09:56:00,0.567s,PASSED
"verifyElementPresent(aribakeywords.createTestObject(VALIDITYPERIOD_LOC), 3, CONTINUE_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 09:56:00,2020-03-16 09:56:00,0.512s,PASSED
"verifyElementPresent(aribakeywords.createTestObject(STARTDATE_LOC), 3, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 09:56:00,2020-03-16 09:56:01,0.443s,PASSED
"verifyElementPresent(aribakeywords.createTestObject(PERIOD_LOC), 3, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 09:56:01,2020-03-16 09:56:01,0.480s,PASSED
"verifyElementPresent(aribakeywords.createTestObject(SCALETYPE_LOC), 3, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 09:56:01,2020-03-16 09:56:02,0.510s,PASSED
"verifyElementPresent(aribakeywords.createTestObject(SCALE_LOC), 3, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 09:56:02,2020-03-16 09:56:02,0.514s,PASSED
"aribakeywords.aribaClick(findTestObject(""Object Repository/Content - Draft""))",Chrome 63.0.3239.132,,2020-03-16 09:56:02,2020-03-16 09:56:11,8.890s,PASSED
aribakeywords.waitForPageToLoad(3),Chrome 63.0.3239.132,,2020-03-16 09:56:11,2020-03-16 09:56:13,1.980s,PASSED
driver = getWebDriver(),Chrome 63.0.3239.132,,2020-03-16 09:56:13,2020-03-16 09:56:13,0.001s,PASSED
lotSize = xpath(APCLOT_LOC)).size(),Chrome 63.0.3239.132,,2020-03-16 09:56:13,2020-03-16 09:56:14,0.515s,PASSED
"verifyMatch(lotSize.toString(), ""1"", false, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 09:56:14,2020-03-16 09:56:14,0.001s,PASSED
childItem = xpath(LOTCHILDITEM_LOC)).size(),Chrome 63.0.3239.132,,2020-03-16 09:56:14,2020-03-16 09:56:14,0.496s,PASSED
"verifyMatch(childItem.toString(), ""1"", false, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 09:56:14,2020-03-16 09:56:14,0.001s,PASSED
"verifyTextPresent(""View pricing conditions"", false, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 09:56:14,2020-03-16 09:56:16,2.284s,PASSED
apcLink = aribakeywords.createTestObject(APCLINK_LOC),Chrome 63.0.3239.132,,2020-03-16 09:56:16,2020-03-16 09:56:16,0.001s,PASSED
"verifyElementPresent(apcLink, 3, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 09:56:16,2020-03-16 09:56:17,0.487s,PASSED
aribakeywords.aribaClick(apcLink),Chrome 63.0.3239.132,,2020-03-16 09:56:17,2020-03-16 09:56:27,10.409s,PASSED
"verifyTextPresent(""Dec 2019 - Dec 9999"", false, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 09:56:27,2020-03-16 09:56:29,1.460s,PASSED
"verifyTextPresent(""To 5"", false, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 09:56:29,2020-03-16 09:56:30,1.371s,PASSED
"termValue = xpath(LOT_TERM_APC_PRICE_LOC)).getAttribute(""value"")",Chrome 63.0.3239.132,,2020-03-16 09:56:30,2020-03-16 09:56:31,0.882s,PASSED
"verifyMatch(termValue, ""44"", false, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 09:56:31,2020-03-16 09:56:31,0.001s,PASSED
try,Chrome 63.0.3239.132,,2020-03-16 09:56:31,2020-03-16 09:56:39,7.725s,PASSED
"aribakeywords.aribaClick(aribakeywords.createTestObject(""//button[@awname='ASCContentFrame:excelImportAction']""))",Chrome 63.0.3239.132,,2020-03-16 09:56:39,2020-03-16 09:56:48,9.042s,PASSED
usrDir = getProjectDir(),Chrome 63.0.3239.132,,2020-03-16 09:56:48,2020-03-16 09:56:48,0.001s,PASSED
"fileToBeDwnld = aribakeywords.createTestObject(""//a[@awname='ASPExcelImport:exportExcelDocumentAction']"")",Chrome 63.0.3239.132,,2020-03-16 09:56:48,2020-03-16 09:56:48,0.000s,PASSED
"excelName = sourcingEvent.trim() + "".xls""",Chrome 63.0.3239.132,,2020-03-16 09:56:48,2020-03-16 09:56:48,0.000s,PASSED
"aribakeywords.downloadFile(fileToBeDwnld, excelName, 3, 3)",Chrome 63.0.3239.132,,2020-03-16 09:56:48,2020-03-16 09:56:53,5.350s,ERROR
